Person_Id,Company Name,Car,Style,Range(Km/Full Charge),Transmission,VehicleType,PriceRange,Capacity(Seats),BootSpace,BaseModel,TopModel,Charging Time(hrs),Color,Free Services,Delivery Days,Ratings(out of 5)
8b65cd,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2199000,5,448 L,Excite,Exclusive,7,Black,Free Home Charging Unit,13,3.26
c1eb2c,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10800000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,51,2.93
814f0a,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,38,4.52
fa8cd5,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,60,2.45
2ebf82,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11900000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,26,2.01
11303b,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1924000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,34,3.01
3b72f6,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,3,1.3
aaf895,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,37,1.82
1d0579,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Red,5 Years of Free Service Plan,6,2.29
36c685,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,60,3.68
50674a,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,44,2.16
c68d49,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,30,1.63
9d2339,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11200000,5,656 L,S,Sportback 55,12,Silver,3 Years of Free Scheduled Maintenance,29,1.57
e9a27b,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,White,Free Maintenance and Roadside Assistance,47,1.71
2a3813,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,25,4.53
6dbd20,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1330700,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,48,3.77
3e074b,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,24,4.14
914656,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1764000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,34,1.69
aaeda8,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,53,1.67
ebe782,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11300000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,47,1.75
971d92,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,48,2.96
597141,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2381000,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,45,4.46
529508,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10800000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,53,4.92
35e85f,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,10,4.97
a6f78a,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,37,4.39
1828bb,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1764000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,19,4.57
6a42fa,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2398000,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,55,4.31
e9c921,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2386900,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,40,1.04
e8194e,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11100000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,8,1.19
b2dab1,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2386900,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,40,2.98
f73fc5,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11300000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,5,3.36
c86c28,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387500,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,54,4.94
0816a2,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10700000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,3,2.44
79464e,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2379000,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,30,4.24
f20afb,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,25,4.81
812f97,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,17,1.82
26f518,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10800000,5,656 L,S,Sportback 55,12,Silver,3 Years of Free Scheduled Maintenance,32,3.55
61e4fb,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,32,3.21
944654,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10600000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,53,1.43
a9654a,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1399000,5,350 L,XM,Dark XZ Plus LUX,8,Silver,Free Charging Station Installation,54,4.8
942b78,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,12,1.29
318ddc,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387500,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,55,1.95
56e6da,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Red,5 Years of Free Service Plan,29,4.47
c2791d,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,25,2.3
9053af,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1740000,5,350 L,XM,Dark XZ Plus LUX,8,White,Free Charging Station Installation,22,4.67
be86ff,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10900000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,7,1.53
6e6db6,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10800000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,36,3.71
369ee2,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2386900,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,10,2.17
2.07E+10,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10100000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,5,1.87
dfbe7b,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,14,3.69
462d79,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,51,3.81
9bea24,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1255500,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,23,2.3
f3796d,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1240000,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,35,2.46
636102,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2330000,5,448 L,Excite,Exclusive,7,Black,Free Home Charging Unit,18,4
290988,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,53,1.87
4d3eb5,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,42,3.6
a9fb65,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11900000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,28,3.93
834db8,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,17,2.39
a1684b,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,22,2.86
3e2a09,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1255500,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,31,2.86
cc7786,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1399000,5,350 L,XM,Dark XZ Plus LUX,8,White,Free Charging Station Installation,4,1.75
8e5f40,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2381000,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,33,1.97
719ce0,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,48,4.53
12dc79,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,50,1.38
73d5cb,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1427200,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,4,4.11
b9f53e,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387500,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,37,3.82
7edb9b,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1427200,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,26,3.72
9.60E+21,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,33,2.16
fd6673,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Black,5 Years of Free Service Plan,15,1.57
cd9327,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,57,3.74
8b8d10,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,5,4.89
9ba8ee,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2320000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,45,4.9
c4cdf6,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2330000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,31,3.7
55ec93,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,5,1.69
23efab,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,18,1.38
65b725,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,28,2.04
560477,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,18,1.5
09e0ce,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,34,2.17
efde76,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1923709,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,20,3.4
e0c2b9,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,3,1.86
d3efbd,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,18,4.07
a7b0ae,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1924000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,19,4.6
8b6999,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,11,2.13
7b30c8,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10700000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,28,1.55
c55f80,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,18,2.01
65bfd0,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,40,4.96
3a4e50,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,45,3.24
35b0da,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10700000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,31,3.87
0e5fca,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2398000,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,31,3.13
e1c0ec,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,8,4.51
3729f0,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,White,Free Maintenance and Roadside Assistance,41,3.84
18deaf,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1560000,5,350 L,XM,Dark XZ Plus LUX,8,Grey,Free Charging Station Installation,29,4.04
19b7ef,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2555000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,51,1.35
ad6195,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,15,1.37
5cb4ee,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2199000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,13,2.88
15191,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1740000,5,350 L,XM,Dark XZ Plus LUX,8,White,Free Charging Station Installation,44,2.08
24e1dc,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1260000,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,27,3.08
638419,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2381000,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,25,3.43
127dab,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11900000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,40,2.18
3399d2,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,36,3.52
f06bb8,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11500000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,40,3.39
85f798,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,40,2.47
4fbbfd,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2386900,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,45,4.06
0fc3d3,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1427200,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,9,4.04
e2b412,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Black,5 Years of Free Service Plan,29,4.16
54ada4,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11100000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,49,1.31
c0b27d,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10900000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,42,4.08
c3bf5f,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11300000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,25,4.62
d215d8,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1330700,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,25,2.75
30bb95,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,12,2.13
bf5c3a,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10600000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,36,4.02
d39708,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,60,1.45
6c3f07,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387500,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,57,1.33
8cf436,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Black,5 Years of Free Service Plan,23,2.34
9c6006,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2320000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,23,2.54
94ce6a,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10600000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,55,2.58
ebefc1,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2245000,5,448 L,Excite,Exclusive,7,Black,Free Home Charging Unit,17,4.21
a20e93,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11100000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,27,4.13
76218d,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11100000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,21,1.52
0b2006,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,52,4.47
3b1840,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,53,3.92
b4b87f,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,41,2.98
754dc1,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11100000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,47,4.56
8731db,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,6,4.95
eee8dd,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,28,3.49
e712b3,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11100000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,59,4.18
152ab4,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1555500,5,350 L,XM,Dark XZ Plus LUX,8,Red,Free Charging Station Installation,33,4.74
24c1ae,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1633445,5,350 L,XM,Dark XZ Plus LUX,8,Silver,Free Charging Station Installation,57,1.16
2a4642,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1255500,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,59,1.69
3dc892,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2381000,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,23,1.06
59d0e9,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,59,1.47
8b9e26,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387500,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,39,3.43
18f05b,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1255500,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,6,1.24
932c87,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1764000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,48,3.84
56092e,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Blue,Free Maintenance and Roadside Assistance,51,2.38
77efa5,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1774000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,15,4.7
6b9558,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,49,1.44
f44c87,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Blue,Free Maintenance and Roadside Assistance,13,2.52
db2698,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1427200,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,4,1.31
6752fc,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,3,3.05
b39c31,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,56,1.5
e9f26a,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10700000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,32,2.23
ca27b6,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1740000,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,44,2.08
24f34b,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2386900,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,12,1.51
8733fa,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,9,1.12
df1c34,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2385000,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,7,4.26
44817,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11900000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,39,3.49
9ce1c6,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,24,3.7
66ce41,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,19,3.85
390fad,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1255500,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,24,4.99
5b2509,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2398000,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,55,3.7
